PERSON_ID,NAME,DURATION,SITE,TIME
57,Anna Davis,1910.41816,225,09/08/2020 0:19
58,Courtney Lee,5395.271902,18,09/08/2020 0:24
59,Harold Medina,5764.206891,39,09/08/2020 0:01
60,Brandy Brewer,4951.859031,173,09/08/2020 0:13
61,Richard Jacobs,4867.693048,173,09/08/2020 0:06
62,Bobby Lopez,925.4771625,150,09/08/2020 0:11
63,Bethany Schroeder,3853.395649,162,09/08/2020 0:03
64,Christopher Turner,100.0707545,226,09/08/2020 0:28
65,Matthew Watson,2200.557008,168,09/08/2020 0:14
66,Austin Shelton,255.1335551,149,09/08/2020 0:07
67,Christopher Cantu,372.7396035,24,09/08/2020 0:22
68,Amanda Taylor,7716.254522,160,09/08/2020 0:21
69,Jennifer Wall,86.45205544,217,09/08/2020 0:05
70,Rachel Davis,350.7671793,91,09/08/2020 0:00
71,John Gutierrez,1154.761133,57,09/08/2020 0:15
72,Rhonda West,4021.350532,46,09/08/2020 0:01
73,Karen Wallace,1720.922446,148,09/08/2020 0:11
74,Destiny Young,2877.343585,72,09/08/2020 0:28
75,William Johnson,2690.907309,9,09/08/2020 0:03
76,Nicole Wise,1566.464475,165,09/08/2020 0:23
77,Kimberly Barnes,3000.04658,251,09/08/2020 0:22
78,Richard Smith,6368.624764,50,09/08/2020 0:03
79,Claudia Duran,2645.775152,103,09/08/2020 0:13
80,Dawn Larson,3833.693629,227,09/08/2020 0:21
81,Aaron Solomon,2059.965667,281,09/08/2020 0:22
82,Gregory Blair,699.6337263,101,09/08/2020 0:22
83,Christopher Anthony,6565.414019,126,09/08/2020 0:22
84,Melissa Mccormick,3514.495769,205,09/08/2020 0:21
86,Janet Mcdonald,4846.98318,178,09/08/2020 0:24
87,Marissa Small,3351.982531,130,09/08/2020 0:27
88,Lauren Davis,2980.032633,83,09/08/2020 0:27
89,Kyle Garcia,1797.959575,149,09/08/2020 0:25
90,Nancy Morgan,739.9526023,79,09/08/2020 0:10
91,Anna Rivera,2755.554477,132,09/08/2020 0:16
92,Ryan Griffith,909.7955709,256,09/08/2020 0:29
93,Jessica Lynch,1157.093004,96,09/08/2020 0:07
94,Sara Duncan,5022.945117,188,09/08/2020 0:27
95,Charles Harris,3094.852301,212,09/08/2020 0:24
96,Sabrina Hernandez,1252.080052,237,09/08/2020 0:01
97,Jaclyn Johnson,4021.219272,163,09/08/2020 0:08
98,Robert Reed,2794.193667,31,09/08/2020 0:24
99,Linda Barrera,8475.576045,197,09/08/2020 0:14
101,Connie Morales,514.6639828,70,09/08/2020 0:12
102,Jose Ortiz,8943.58219,196,09/08/2020 0:19
103,Sara Gonzalez,658.6688592,117,09/08/2020 0:09
104,Melissa Baker,6127.874999,270,09/08/2020 0:19
105,Sarah Johnson,746.8287332,180,09/08/2020 0:18
106,Jeremy Brown,311.6590548,37,09/08/2020 0:07
107,Lisa Hill,6328.85268,52,09/08/2020 0:25
108,Darren Yates,5741.092797,135,09/08/2020 0:25
109,Kevin Gutierrez,12428.80229,247,09/08/2020 0:21
110,Derek Reyes,853.800205,51,09/08/2020 0:14
111,Tyrone Mcconnell,871.7204875,282,09/08/2020 0:21
112,Jennifer Pham,12286.07731,201,09/08/2020 0:20
113,Tina Gillespie,225.32387,71,09/08/2020 0:11
114,Lisa Flores,1747.692321,90,09/08/2020 0:15
115,Sean Green,2767.210226,24,09/08/2020 0:10
116,Leslie Keith,216.3249302,39,09/08/2020 0:12
117,Renee Jackson,1801.766228,18,09/08/2020 0:07
118,Mary Wilson,2323.577853,176,09/08/2020 0:17
119,Grace Wilkins,9320.270017,196,09/08/2020 0:00
120,George Anderson,8691.693959,110,09/08/2020 0:28
121,Rachel Rodriguez,508.8604311,5,09/08/2020 0:06
122,Jennifer Parker,2089.625235,299,09/08/2020 0:01
123,Karen Perkins,5948.130562,27,09/08/2020 0:07
124,Donald Brown II,427.3019788,158,09/08/2020 0:20
125,Mathew Prince,2739.07525,276,09/08/2020 0:29
126,Jeffery Mcclain,953.0870505,210,09/08/2020 0:12
127,Courtney Bentley,4661.262777,251,09/08/2020 0:20
128,Dwayne Padilla,700.3797446,62,09/08/2020 0:15
129,Tammy Maldonado,305.3374906,272,09/08/2020 0:25
130,Stacey Frank,1801.325998,103,09/08/2020 0:25
131,James Savage,1582.796433,251,09/08/2020 0:22
132,Kevin Hill,703.2923448,244,09/08/2020 0:12
133,Sabrina Bennett,736.375272,248,09/08/2020 0:01
134,Danny Silva,3612.900249,187,09/08/2020 0:26
135,Zachary Casey,2813.892445,97,09/08/2020 0:29
136,Joseph Rasmussen,1535.841476,70,09/08/2020 0:21
137,Christie Olson,2878.315114,30,09/08/2020 0:00
138,Stephanie Daugherty,592.938062,134,09/08/2020 0:00
139,Samantha Richardson,1786.381421,264,09/08/2020 0:23
140,Janet Vaughn,1742.161179,166,09/08/2020 0:16
141,Laura Duncan,2958.020056,183,09/08/2020 0:29
142,Cynthia Middleton,7083.300868,230,09/08/2020 0:28
143,Clayton Holden,1218.554567,298,09/08/2020 0:09
144,Justin Mills,222.2008301,267,09/08/2020 0:07
145,Craig Nguyen,294.1651644,151,09/08/2020 0:05
146,Charles Jones,9600.793347,33,09/08/2020 0:03
147,Amanda Smith,6874.526529,20,09/08/2020 0:10
148,Amy Anderson,3477.294621,292,09/08/2020 0:03
149,James Vance,8196.755649,271,09/08/2020 0:04
150,Candace Miller,2175.946846,4,09/08/2020 0:01
151,Ashley Norris,7077.532625,252,09/08/2020 0:22
152,Cynthia Noble,1823.551928,75,09/08/2020 0:01
153,Regina Lee,1208.871197,161,09/08/2020 0:00
154,Jason Williams,3390.80686,229,09/08/2020 0:11
155,John Coleman,534.6722934,135,09/08/2020 0:07
156,Richard Bray,70.38015633,87,09/08/2020 0:23
157,Ariana Taylor,1475.891722,198,09/08/2020 0:01
158,Jeffrey Johnson,3148.848902,124,09/08/2020 0:15
159,Steven Wilson,1030.502229,71,09/08/2020 0:07
160,Catherine Thomas,820.7799365,160,09/08/2020 0:15
161,Steven Johnson,2163.950507,111,09/08/2020 0:00
162,Lauren Evans,954.7905657,164,09/08/2020 0:08
163,Kristin Webster,879.0308434,21,09/08/2020 0:04
164,Sean Rodriguez,1443.463245,174,09/08/2020 0:09
165,Craig Contreras,4716.856745,151,09/08/2020 0:28
166,Blake Anthony,2414.175167,92,09/08/2020 0:16
167,Todd Woods,3809.228221,237,09/08/2020 0:04
168,Marissa Kramer,9211.990579,195,09/08/2020 0:27
169,Bianca Brown,6108.964149,42,09/08/2020 0:07
170,Michelle Meadows,123.5687705,5,09/08/2020 0:24
171,Michelle Ramirez,1774.598605,148,09/08/2020 0:25
172,Jennifer Moss,411.6591446,111,09/08/2020 0:26
173,Michelle Armstrong,41.71363668,79,09/08/2020 0:20
174,Jeffrey Walton,4072.470981,18,09/08/2020 0:16
175,Joseph Smith,1298.972899,164,09/08/2020 0:16
176,Jacqueline Trevino,984.8141261,234,09/08/2020 0:20
177,Carol Berry,2250.611966,248,09/08/2020 0:03
178,Christian Payne,2628.127649,209,09/08/2020 0:06
179,Crystal Roberts,10.89088582,47,09/08/2020 0:10
180,Edgar Bradford,7071.64025,231,09/08/2020 0:09
181,Edward Richards,54.36337041,92,09/08/2020 0:12
182,Mrs. Holly Solomon,3228.602941,259,09/08/2020 0:11
183,Amanda Ramirez,1290.49666,142,09/08/2020 0:14
184,Emma Thompson,5789.791555,132,09/08/2020 0:18
185,Michael Haney,7.288856225,181,09/08/2020 0:28
186,Gary Simmons,916.0563771,43,09/08/2020 0:19
187,George Valdez,29.16189585,128,09/08/2020 0:11
188,Travis Livingston,2852.529729,58,09/08/2020 0:06
189,Ann Collins,6793.42355,47,09/08/2020 0:21
190,Leslie Robinson,13791.36724,238,09/08/2020 0:15
191,Nicholas Taylor,1665.203575,148,09/08/2020 0:02
192,Jacob Byrd,5267.145256,97,09/08/2020 0:14
193,Jessica Howell,1604.263661,58,09/08/2020 0:04
194,Cynthia Mitchell,1695.163704,114,09/08/2020 0:09
195,Jennifer Dawson,1403.792422,73,09/08/2020 0:02
196,Ryan Perez,581.1051962,143,09/08/2020 0:13
197,Brandon Browning,1939.937183,4,09/08/2020 0:02
198,Dr. Stefanie Jimenez DDS,3156.822129,175,09/08/2020 0:11
199,Laurie Cooke,7046.205482,40,09/08/2020 0:10
200,Robert Abbott,5045.888326,6,09/08/2020 0:07
201,Erica Alvarez,1385.429636,96,09/08/2020 0:02
202,Mark Mason,3015.43153,152,09/08/2020 0:18
203,Rhonda Kaufman,2066.221617,246,09/08/2020 0:07
204,Bobby Kirby,3409.131485,256,09/08/2020 0:25
205,Valerie Heath,8805.260687,259,09/08/2020 0:03
206,William Lynch,223.8153496,20,09/08/2020 0:17
207,Timothy Dawson,426.9316131,23,09/08/2020 0:00
208,Danielle Williams,3263.812492,3,09/08/2020 0:11
209,Jeffrey King,2784.750002,78,09/08/2020 0:26
210,Lindsey Henderson,543.6875079,105,09/08/2020 0:03
211,Lauren Rasmussen,2473.657147,276,09/08/2020 0:13
212,James Hall,2763.044029,253,09/08/2020 0:02
213,Tiffany Sanchez,6800.087284,57,09/08/2020 0:02
214,Michelle Johnson,3843.803443,207,09/08/2020 0:13
215,Sabrina Reeves,2156.489828,101,09/08/2020 0:21
216,Kelly Thomas,779.6247293,22,09/08/2020 0:29
217,David Combs,18502.26809,67,09/08/2020 0:18
218,Andrew Sims,1735.091733,64,09/08/2020 0:26
219,Michael Bautista,5722.37335,82,09/08/2020 0:13
220,Drew Martin DDS,4305.564832,231,09/08/2020 0:27
221,Eric Rollins,1844.0397,276,09/08/2020 0:25
222,Sheila Brown,3400.061807,186,09/08/2020 0:07
223,Jason Harvey,3592.858785,36,09/08/2020 0:26
224,James Henderson,2026.677009,43,09/08/2020 0:29
225,Gloria Washington,5183.928321,46,09/08/2020 0:25
226,Mario Smith,1392.83817,195,09/08/2020 0:13
227,Jennifer Turner,3668.800572,175,09/08/2020 0:13
228,Anthony Young,2136.047891,142,09/08/2020 0:14
229,Ashley Bell,2590.799768,237,09/08/2020 0:27
230,Cameron Mills,2040.987475,264,09/08/2020 0:25
231,James Oneal,98.2383986,138,09/08/2020 0:23
232,Brenda Palmer,6849.926121,130,09/08/2020 0:09
233,Melissa Dixon,6905.508328,187,09/08/2020 0:27
234,Stephen Thompson,3378.675117,175,09/08/2020 0:03
235,Mark Gregory,1814.052161,176,09/08/2020 0:12
236,Charles Maldonado,5217.216662,232,09/08/2020 0:22
237,Jamie Barnes,493.4487067,269,09/08/2020 0:27
238,Cynthia Brandt,5443.625303,228,09/08/2020 0:00
239,Darrell Hale,7891.247734,245,09/08/2020 0:24
240,Duane Herring,802.6920439,7,09/08/2020 0:22
241,Donna Love,8729.209443,157,09/08/2020 0:16
242,John Logan,12901.18357,23,09/08/2020 0:29
243,Jennifer Faulkner,4631.099723,236,09/08/2020 0:22
244,Rebecca Thompson,1097.699493,35,09/08/2020 0:03
245,Matthew Vazquez,1572.491568,207,09/08/2020 0:14
246,Judy Yu,3036.771037,263,09/08/2020 0:08
247,Jessica Guerrero,3046.755635,127,09/08/2020 0:26
248,Susan Reed,537.1631004,89,09/08/2020 0:23
249,Jeremy Cruz,317.6955764,248,09/08/2020 0:18
250,Jennifer Haas,1840.674842,212,09/08/2020 0:06
251,Michael Lyons,1303.461144,140,09/08/2020 0:27
252,Jason West,3352.765229,176,09/08/2020 0:29
253,Michelle Downs,753.0836877,246,09/08/2020 0:03
254,Jacqueline Wyatt,735.1031894,192,09/08/2020 0:18
255,Cody Day,3320.516411,28,09/08/2020 0:22
256,Kayla Petersen,987.7071346,242,09/08/2020 0:28
257,James Perry,2976.320591,252,09/08/2020 0:18
258,Mark Simon,8828.179837,17,09/08/2020 0:22
259,Elizabeth Smith,262.4309614,210,09/08/2020 0:01
260,Daniel Ross,6943.359687,77,09/08/2020 0:28
261,Thomas Oneal,1893.108217,111,09/08/2020 0:03
262,Mitchell Williams,3638.66434,32,09/08/2020 0:24
263,Kevin King,173.9494986,215,09/08/2020 0:27
264,Elizabeth Odom,4032.322312,282,09/08/2020 0:20
265,Brady Daniels,4190.448585,240,09/08/2020 0:29
266,Stephen Pena,4399.705569,180,09/08/2020 0:07
267,James Johnson,6561.076595,46,09/08/2020 0:20
268,Jennifer Bell,374.7547122,267,09/08/2020 0:14
269,Wendy Brown,6404.492528,39,09/08/2020 0:21
270,Jeremy Schultz,917.3737687,181,09/08/2020 0:12
271,Johnathan Miller,1242.463961,81,09/08/2020 0:28
272,Sharon Bowers,426.4582834,114,09/08/2020 0:01
273,Adrian Jones,1243.856275,138,09/08/2020 0:28
274,Tina Anderson,1826.707202,249,09/08/2020 0:16
275,Emily Koch,3359.305748,94,09/08/2020 0:18
276,Katelyn Thompson,5373.932325,296,09/08/2020 0:16
277,Shane Mayer,6394.789272,87,09/08/2020 0:08
278,Tina Murphy,3372.659277,291,09/08/2020 0:08
279,Mrs. Jill Allen,62.26077187,41,09/08/2020 0:19
280,Jeffrey Mueller,2090.978464,264,09/08/2020 0:13
281,Patrick Eaton,1037.961631,69,09/08/2020 0:21
282,Jason Meyer,411.4879008,61,09/08/2020 0:14
283,Derek Barnett,184.6447845,180,09/08/2020 0:25
284,Charles Martinez,7334.371384,48,09/08/2020 0:16
285,Jesse Huber,1111.447922,152,09/08/2020 0:08
286,Kendra Olson,192.9877799,214,09/08/2020 0:29
287,Nicole Gross,343.9493318,117,09/08/2020 0:04
288,Elizabeth Hill,1668.257293,101,09/08/2020 0:12
289,Christina Willis,326.4674952,19,09/08/2020 0:24
290,Anthony Mitchell,1107.356857,72,09/08/2020 0:08
291,Janet Hall,3063.082206,257,09/08/2020 0:02
292,Amanda Lang,1976.305415,75,09/08/2020 0:11
293,Jacqueline Roberson,8117.761578,53,09/08/2020 0:28
294,Sharon Obrien,304.7585265,166,09/08/2020 0:17
295,Steven Johnson,4462.693826,15,09/08/2020 0:23
296,Rebecca Rodriguez,1691.486207,240,09/08/2020 0:03
297,Nicole Anderson,722.618922,52,09/08/2020 0:12
298,Steven Mcdonald,153.1345548,50,09/08/2020 0:21
299,Kimberly Boyd,583.539429,238,09/08/2020 0:21
0,Amy Berger,2874.665271,83,09/08/2020 0:36
1,Michael Curry,3342.657526,251,09/08/2020 0:52
2,Robert Ramirez,1761.180702,127,09/08/2020 0:53
3,Derek Gonzalez,896.0716463,292,09/08/2020 0:59
4,Gregory Fischer,5097.685233,60,09/08/2020 0:57
5,Erica Walker,519.1611941,299,09/08/2020 0:55
6,Bradley Collins,319.9947819,197,09/08/2020 0:52
7,James Rodriguez,1631.210995,140,09/08/2020 0:30
8,Brandy Padilla,6417.231213,179,09/08/2020 0:40
9,Mark Taylor,4348.245466,278,09/08/2020 0:41
10,Molly Norris,2388.077541,276,09/08/2020 0:58
11,Dillon Jenkins,7028.741472,42,09/08/2020 0:43
12,Lisa Smith,4935.893735,185,09/08/2020 0:56
13,Lauren Gonzalez,10583.24554,134,09/08/2020 0:47
14,James Dean,4396.114127,82,09/08/2020 0:41
15,Sheila Cook,1386.548413,216,09/08/2020 0:51
16,Cassandra Wolfe,211.0926619,42,09/08/2020 0:42
17,Trevor Le,3258.421377,167,09/08/2020 0:46
18,Laura Yang,1948.223864,173,09/08/2020 0:41
19,Ryan Barrett,2398.077962,79,09/08/2020 0:35
20,John Sullivan,1741.74575,0,09/08/2020 0:44
21,Laurie Jordan,1384.980385,11,09/08/2020 0:59
22,Lori Smith,2014.315373,181,09/08/2020 0:59
23,Jennifer Whitehead,8545.847368,53,09/08/2020 0:33
24,Matthew Holland,1040.802563,99,09/08/2020 0:55
25,Jenna Garcia,3622.159588,166,09/08/2020 0:31
26,Hannah Walker,11285.01144,258,09/08/2020 0:37
27,Tony Wong,1470.426513,217,09/08/2020 0:50
28,Christie Lee,1648.181072,152,09/08/2020 0:35
29,Kevin Hood,2196.131176,234,09/08/2020 0:58
30,Ashley Booth,902.5614407,16,09/08/2020 0:59
31,Neil Miller Jr.,1825.716167,294,09/08/2020 0:38
32,Sarah Mejia,5451.886538,264,09/08/2020 0:46
33,Kara Mcguire,2951.849171,44,09/08/2020 0:53
34,Leslie Barker,1419.239962,236,09/08/2020 0:51
35,Jennifer Anderson,2490.693797,22,09/08/2020 0:45
36,Savannah Torres,746.2993269,197,09/08/2020 0:37
37,Laura Daniel,5748.941933,201,09/08/2020 0:44
38,Mary Collins,4225.642657,97,09/08/2020 0:32
39,Mark Mcclure,3744.797806,290,09/08/2020 0:30
40,Matthew Mahoney,7264.683605,212,09/08/2020 0:51
41,Renee Hancock,10349.54216,175,09/08/2020 0:48
42,David Chavez Jr.,5363.494057,6,09/08/2020 0:35
43,Douglas Brown,4255.256451,192,09/08/2020 0:44
44,Whitney Harper,3540.396146,287,09/08/2020 0:32
45,Michael Robinson,2175.025356,241,09/08/2020 0:51
46,Heather Saunders,764.1215975,188,09/08/2020 0:36
47,Mark Massey,1797.76705,289,09/08/2020 0:34
48,Ann Smith,142.9802208,83,09/08/2020 0:45
49,Tyler Acevedo,1248.217102,53,09/08/2020 0:37
50,Ryan Hernandez,2649.024161,76,09/08/2020 0:36
51,Melinda Douglas,2804.309606,168,09/08/2020 0:53
52,Michelle Brooks,932.1870878,140,09/08/2020 0:36
53,Jennifer Guzman,3480.707751,146,09/08/2020 0:37
54,Maria Johnson,4512.471785,264,09/08/2020 0:31
55,Lisa Rogers,3534.311358,36,09/08/2020 0:58
56,Heather Stone,1580.819418,95,09/08/2020 0:47
57,Anna Davis,2889.496922,1,09/08/2020 0:57
58,Courtney Lee,2986.172559,284,09/08/2020 0:33
59,Harold Medina,1403.31538,154,09/08/2020 0:40
60,Brandy Brewer,6927.809346,142,09/08/2020 0:44
61,Richard Jacobs,7050.330976,161,09/08/2020 0:50
62,Bobby Lopez,1511.041779,29,09/08/2020 0:38
63,Bethany Schroeder,1405.689913,162,09/08/2020 0:39
64,Christopher Turner,3558.113577,226,09/08/2020 0:43
65,Matthew Watson,7197.150282,272,09/08/2020 0:45
66,Austin Shelton,4971.173255,149,09/08/2020 0:39
67,Christopher Cantu,8311.670872,24,09/08/2020 0:51
68,Amanda Taylor,1221.524095,252,09/08/2020 0:31
69,Jennifer Wall,13039.79755,177,09/08/2020 0:58
70,Rachel Davis,90.96796871,168,09/08/2020 0:48
71,John Gutierrez,1497.961022,109,09/08/2020 0:43
72,Rhonda West,1548.456079,164,09/08/2020 0:56
73,Karen Wallace,9584.424981,85,09/08/2020 0:32
74,Destiny Young,1678.634539,225,09/08/2020 0:35
75,William Johnson,3505.520825,9,09/08/2020 0:45
76,Nicole Wise,1512.555323,135,09/08/2020 0:37
77,Kimberly Barnes,451.4235523,144,09/08/2020 0:58
78,Richard Smith,1220.093871,199,09/08/2020 0:45
79,Claudia Duran,2502.83931,166,09/08/2020 0:33
80,Dawn Larson,15001.43835,227,09/08/2020 0:37
81,Aaron Solomon,2627.078039,14,09/08/2020 0:38
82,Gregory Blair,3925.416113,222,09/08/2020 0:57
83,Christopher Anthony,300.4831189,105,09/08/2020 0:32
84,Melissa Mccormick,1913.186839,244,09/08/2020 0:33
85,Crystal Hansen,576.3987191,257,09/08/2020 0:48
86,Janet Mcdonald,3929.7273,178,09/08/2020 0:54
87,Marissa Small,495.5007571,130,09/08/2020 0:43
88,Lauren Davis,8163.899396,272,09/08/2020 0:45
89,Kyle Garcia,1774.51456,130,09/08/2020 0:45
90,Nancy Morgan,1997.612943,79,09/08/2020 0:31
91,Anna Rivera,2207.970032,203,09/08/2020 0:56
92,Ryan Griffith,3868.225046,21,09/08/2020 0:33
93,Jessica Lynch,108.2530073,175,09/08/2020 0:33
94,Sara Duncan,4673.305925,10,09/08/2020 0:35
95,Charles Harris,3403.964294,212,09/08/2020 0:43
96,Sabrina Hernandez,620.1272629,189,09/08/2020 0:51
97,Jaclyn Johnson,747.3527088,260,09/08/2020 0:34
98,Robert Reed,5759.181357,31,09/08/2020 0:41
99,Linda Barrera,1683.660905,197,09/08/2020 0:33
100,Ashley Downs,6765.323141,252,09/08/2020 0:54
101,Connie Morales,2034.575562,133,09/08/2020 0:55
102,Jose Ortiz,4856.985645,227,09/08/2020 0:42
103,Sara Gonzalez,734.6981599,117,09/08/2020 0:36
104,Melissa Baker,4782.566974,186,09/08/2020 0:41
105,Sarah Johnson,5336.408666,58,09/08/2020 0:50
106,Jeremy Brown,335.42061,144,09/08/2020 0:57
107,Lisa Hill,5259.50487,52,09/08/2020 0:58
108,Darren Yates,3663.386075,19,09/08/2020 0:34
109,Kevin Gutierrez,6476.110801,201,09/08/2020 0:47
110,Derek Reyes,47.75122805,68,09/08/2020 0:58
111,Tyrone Mcconnell,4916.977128,75,09/08/2020 0:52
112,Jennifer Pham,2499.098206,228,09/08/2020 0:42
113,Tina Gillespie,3.945975632,146,09/08/2020 0:31
114,Lisa Flores,1445.27876,36,09/08/2020 0:46
115,Sean Green,5319.175339,24,09/08/2020 0:48
116,Leslie Keith,6469.152808,216,09/08/2020 0:41
117,Renee Jackson,5743.028289,269,09/08/2020 0:30
118,Mary Wilson,476.1288853,176,09/08/2020 0:55
119,Grace Wilkins,690.6531011,36,09/08/2020 0:55
120,George Anderson,2868.548533,246,09/08/2020 0:59
121,Rachel Rodriguez,139.8918515,5,09/08/2020 0:50
122,Jennifer Parker,7614.062216,220,09/08/2020 0:39
123,Karen Perkins,213.0238159,1,09/08/2020 0:55
124,Donald Brown II,2369.180181,83,09/08/2020 0:37
125,Mathew Prince,3618.091527,162,09/08/2020 0:50
126,Jeffery Mcclain,8960.746455,267,09/08/2020 0:45
127,Courtney Bentley,10842.99746,216,09/08/2020 0:58
128,Dwayne Padilla,683.145506,295,09/08/2020 0:35
129,Tammy Maldonado,874.5578917,272,09/08/2020 0:35
130,Stacey Frank,1411.166618,103,09/08/2020 0:53
131,James Savage,662.2678852,251,09/08/2020 0:39
132,Kevin Hill,2790.435282,105,09/08/2020 0:57
133,Sabrina Bennett,11.3405813,248,09/08/2020 0:38
134,Danny Silva,6282.184156,187,09/08/2020 0:55
135,Zachary Casey,243.6931043,40,09/08/2020 0:34
136,Joseph Rasmussen,62.73158464,70,09/08/2020 0:31
137,Christie Olson,7396.705735,150,09/08/2020 0:32
138,Stephanie Daugherty,3968.969933,85,09/08/2020 0:57
139,Samantha Richardson,11504.11721,221,09/08/2020 0:43
140,Janet Vaughn,1276.90821,166,09/08/2020 0:54
141,Laura Duncan,6389.757533,183,09/08/2020 0:52
142,Cynthia Middleton,263.1008445,220,09/08/2020 0:44
143,Clayton Holden,1868.459529,37,09/08/2020 0:43
144,Justin Mills,879.7987098,74,09/08/2020 0:41
145,Craig Nguyen,612.0826941,151,09/08/2020 0:43
146,Charles Jones,2062.797797,272,09/08/2020 0:55
147,Amanda Smith,827.4940746,209,09/08/2020 0:59
148,Amy Anderson,980.7313771,41,09/08/2020 0:55
149,James Vance,2311.751143,128,09/08/2020 0:49
150,Candace Miller,2115.739197,94,09/08/2020 0:44
151,Ashley Norris,2797.089022,252,09/08/2020 0:56
152,Cynthia Noble,1788.122408,170,09/08/2020 0:35
153,Regina Lee,431.2242853,140,09/08/2020 0:42
154,Jason Williams,1996.973406,229,09/08/2020 0:53
155,John Coleman,1787.335182,229,09/08/2020 0:47
156,Richard Bray,2894.354658,282,09/08/2020 0:54
157,Ariana Taylor,2610.674555,138,09/08/2020 0:56
158,Jeffrey Johnson,6338.91166,275,09/08/2020 0:30
159,Steven Wilson,8201.737195,147,09/08/2020 0:46
160,Catherine Thomas,4612.211187,160,09/08/2020 0:56
161,Steven Johnson,28.96096794,122,09/08/2020 0:58
162,Lauren Evans,2505.137938,2,09/08/2020 0:33
163,Kristin Webster,6809.58223,21,09/08/2020 0:37
164,Sean Rodriguez,1088.646598,174,09/08/2020 0:49
165,Craig Contreras,2644.790453,17,09/08/2020 0:43
166,Blake Anthony,112.6561165,47,09/08/2020 0:57
167,Todd Woods,3069.23426,237,09/08/2020 0:40
168,Marissa Kramer,2193.287582,5,09/08/2020 0:38
169,Bianca Brown,200.9258214,211,09/08/2020 0:40
170,Michelle Meadows,2398.376746,200,09/08/2020 0:44
171,Michelle Ramirez,4546.202716,114,09/08/2020 0:53
172,Jennifer Moss,722.5948496,107,09/08/2020 0:56
173,Michelle Armstrong,1408.560603,70,09/08/2020 0:36
174,Jeffrey Walton,2299.774569,18,09/08/2020 0:55
